#,H,OPT_H,H/OPT_H
1,5454,5000,1.0908
2,5318,5000,1.0636
3,5136,5000,1.0272
4,5401,5000,1.0802
5,5236,5000,1.0472
6,5727,5000,1.1454
7,5350,5000,1.07
8,5659,5000,1.1318
9,5241,5000,1.0482
10,5303,5000,1.0606
11,5441,5000,1.0882
12,5390,5000,1.078
13,5190,5000,1.038
14,5410,5000,1.082
15,5440,5000,1.088
16,5530,5000,1.106
17,5410,5000,1.082
18,5274,5000,1.0548
19,5488,5000,1.0976
20,5770,5000,1.154
21,6113,5000,1.2226
22,5264,5000,1.0528
23,5564,5000,1.1128
24,5639,5000,1.1278
25,5230,5000,1.046
26,5807,5000,1.1614
27,5426,5000,1.0852
28,5236,5000,1.0472
29,5468,5000,1.0936
30,5330,5000,1.066
31,5481,5000,1.0962
32,5421,5000,1.0842
33,5267,5000,1.0534
34,5317,5000,1.0634
35,5240,5000,1.048
36,5559,5000,1.1118
37,5778,5000,1.1556
38,5221,5000,1.0442
39,5290,5000,1.058
40,5272,5000,1.0544
41,5282,5000,1.0564
42,5325,5000,1.065
43,5295,5000,1.059
44,5518,5000,1.1036
45,5370,5000,1.074
46,5323,5000,1.0646
47,5330,5000,1.066
48,5404,5000,1.0808
49,5544,5000,1.1088
50,5233,5000,1.0466
51,6181,5000,1.2362
52,5381,5000,1.0762
53,5246,5000,1.0492
54,5327,5000,1.0654
55,5362,5000,1.0724
56,5250,5000,1.05
57,5355,5000,1.071
58,5104,5000,1.0208
59,5262,5000,1.0524
60,5180,5000,1.036
61,5309,5000,1.0618
62,5778,5000,1.1556
63,5287,5000,1.0574
64,5615,5000,1.123
65,5315,5000,1.063
66,5101,5000,1.0202
67,5814,5000,1.1628
68,5307,5000,1.0614
69,5322,5000,1.0644
70,5797,5000,1.1594
71,5518,5000,1.1036
72,5383,5000,1.0766
73,5562,5000,1.1124
74,5222,5000,1.0444
75,7161,5000,1.4322
76,5576,5000,1.1152
77,5242,5000,1.0484
78,5409,5000,1.0818
79,5260,5000,1.052
80,5587,5000,1.1174
81,5380,5000,1.076
82,5380,5000,1.076
83,5203,5000,1.0406
84,5180,5000,1.036
85,5196,5000,1.0392
86,5853,5000,1.1706
87,5294,5000,1.0588
88,5564,5000,1.1128
89,5229,5000,1.0458
90,5319,5000,1.0638
91,5233,5000,1.0466
92,5732,5000,1.1464
93,5158,5000,1.0316
94,5286,5000,1.0572
95,5489,5000,1.0978
96,5343,5000,1.0686
97,5365,5000,1.073
98,5615,5000,1.123
99,5402,5000,1.0804
100,5292,5000,1.0584
101,5495,5000,1.099
102,5218,5000,1.0436
103,5203,5000,1.0406
104,5262,5000,1.0524
105,5154,5000,1.0308
106,5385,5000,1.077
107,5099,5000,1.0198
108,6282,5000,1.2564
109,5245,5000,1.049
110,5167,5000,1.0334
111,5216,5000,1.0432
112,5469,5000,1.0938
113,5560,5000,1.112
114,5442,5000,1.0884
115,5181,5000,1.0362
116,5460,5000,1.092
117,5673,5000,1.1346
118,5515,5000,1.103
119,5316,5000,1.0632
120,5283,5000,1.0566
121,5090,5000,1.018
122,5428,5000,1.0856
123,5185,5000,1.037
124,5555,5000,1.111
125,5218,5000,1.0436
126,5711,5000,1.1422
127,5266,5000,1.0532
128,5262,5000,1.0524
129,6398,5000,1.2796
130,5290,5000,1.058
131,5824,5000,1.1648
132,5279,5000,1.0558
133,5323,5000,1.0646
134,5544,5000,1.1088
135,5385,5000,1.077
136,5340,5000,1.068
137,5304,5000,1.0608
138,5195,5000,1.039
139,5460,5000,1.092
140,5439,5000,1.0878
141,5408,5000,1.0816
142,5471,5000,1.0942
143,5175,5000,1.035
144,5243,5000,1.0486
145,5249,5000,1.0498
146,5307,5000,1.0614
147,5264,5000,1.0528
148,5433,5000,1.0866
149,5276,5000,1.0552
150,5493,5000,1.0986
151,5227,5000,1.0454
152,5475,5000,1.095
153,5363,5000,1.0726
154,5385,5000,1.077
155,5224,5000,1.0448
156,5288,5000,1.0576
157,5165,5000,1.033
158,5433,5000,1.0866
159,5582,5000,1.1164
160,5510,5000,1.102
161,5531,5000,1.1062
162,5348,5000,1.0696
163,5540,5000,1.108
164,5274,5000,1.0548
165,5671,5000,1.1342
166,5484,5000,1.0968
167,5271,5000,1.0542
168,5341,5000,1.0682
169,5340,5000,1.068
170,5284,5000,1.0568
171,5211,5000,1.0422
172,5318,5000,1.0636
173,5504,5000,1.1008
174,5535,5000,1.107
175,5204,5000,1.0408
176,5725,5000,1.145
177,5359,5000,1.0718
178,5682,5000,1.1364
179,5825,5000,1.165
180,6211,5000,1.2422
181,5398,5000,1.0796
182,5329,5000,1.0658
183,5213,5000,1.0426
184,5238,5000,1.0476
185,5482,5000,1.0964
186,5126,5000,1.0252
187,5360,5000,1.072
188,5275,5000,1.055
189,5721,5000,1.1442
190,5646,5000,1.1292
191,5291,5000,1.0582
192,5502,5000,1.1004
193,5450,5000,1.09
194,5435,5000,1.087
195,6209,5000,1.2418
196,5302,5000,1.0604
197,5436,5000,1.0872
198,5216,5000,1.0432
199,5606,5000,1.1212
200,5233,5000,1.0466
201,5271,5000,1.0542
202,5585,5000,1.117
203,5315,5000,1.063
204,5378,5000,1.0756
205,5116,5000,1.0232
206,6009,5000,1.2018
207,5330,5000,1.066
208,5487,5000,1.0974
209,5364,5000,1.0728
210,5448,5000,1.0896
211,5109,5000,1.0218
212,5644,5000,1.1288
213,5418,5000,1.0836
214,5286,5000,1.0572
215,5381,5000,1.0762
216,5294,5000,1.0588
217,5400,5000,1.08
218,5392,5000,1.0784
219,5472,5000,1.0944
220,5186,5000,1.0372
