#,H,OPT_H,H/OPT_H
1,230,200,1.15
2,230,200,1.15
3,271,200,1.355
4,202,200,1.01
5,200,200,1
6,200,200,1
7,200,200,1
8,239,200,1.195
9,200,200,1
10,200,200,1
11,200,200,1
12,216,200,1.08
13,268,200,1.34
14,260,200,1.3
15,239,200,1.195
16,238,200,1.19
17,200,200,1
18,206,200,1.03
19,200,200,1
20,200,200,1
21,200,200,1
22,261,200,1.305
23,200,200,1
24,255,200,1.275
25,200,200,1
26,230,200,1.15
27,200,200,1
28,200,200,1
29,200,200,1
30,200,200,1
31,252,200,1.26
32,200,200,1
33,200,200,1
34,209,200,1.045
35,200,200,1
36,226,200,1.13
37,215,200,1.075
38,200,200,1
39,254,200,1.27
40,212,200,1.06
41,214,200,1.07
42,259,200,1.295
43,200,200,1
44,201,200,1.005
45,200,200,1
46,200,200,1
47,200,200,1
48,200,200,1
49,204,200,1.02
50,200,200,1
51,201,200,1.005
52,250,200,1.25
53,207,200,1.035
54,246,200,1.23
55,230,200,1.15
56,200,200,1
57,200,200,1
58,201,200,1.005
59,206,200,1.03
60,200,200,1
61,217,200,1.085
62,200,200,1
63,200,200,1
64,230,200,1.15
65,200,200,1
66,243,200,1.215
67,200,200,1
68,234,200,1.17
69,212,200,1.06
70,200,200,1
71,201,200,1.005
72,200,200,1
73,203,200,1.015
74,204,200,1.02
75,200,200,1
76,204,200,1.02
77,200,200,1
78,200,200,1
79,200,200,1
80,211,200,1.055
81,221,200,1.105
82,211,200,1.055
83,206,200,1.03
84,200,200,1
85,200,200,1
86,214,200,1.07
87,200,200,1
88,200,200,1
89,200,200,1
90,200,200,1
91,200,200,1
92,200,200,1
93,200,200,1
94,208,200,1.04
95,247,200,1.235
96,201,200,1.005
97,217,200,1.085
98,233,200,1.165
99,248,200,1.24
100,200,200,1
101,202,200,1.01
102,200,200,1
103,236,200,1.18
104,202,200,1.01
105,200,200,1
106,200,200,1
107,208,200,1.04
108,200,200,1
109,200,200,1
110,200,200,1
111,200,200,1
112,248,200,1.24
113,200,200,1
114,200,200,1
115,233,200,1.165
116,200,200,1
117,226,200,1.13
118,253,200,1.265
119,200,200,1
120,200,200,1
121,203,200,1.015
122,200,200,1
123,221,200,1.105
124,200,200,1
125,200,200,1
126,200,200,1
127,200,200,1
128,209,200,1.045
129,200,200,1
130,200,200,1
131,251,200,1.255
132,200,200,1
133,200,200,1
134,200,200,1
135,202,200,1.01
136,210,200,1.05
137,200,200,1
138,219,200,1.095
139,205,200,1.025
140,200,200,1
141,211,200,1.055
142,200,200,1
143,200,200,1
144,205,200,1.025
145,234,200,1.17
146,292,200,1.46
147,233,200,1.165
148,200,200,1
149,250,200,1.25
150,200,200,1
151,200,200,1
152,200,200,1
153,200,200,1
154,214,200,1.07
155,200,200,1
156,200,200,1
157,215,200,1.075
158,200,200,1
159,200,200,1
160,206,200,1.03
161,200,200,1
162,200,200,1
163,200,200,1
164,200,200,1
165,213,200,1.065
166,200,200,1
167,226,200,1.13
168,200,200,1
169,239,200,1.195
170,250,200,1.25
171,200,200,1
172,200,200,1
173,200,200,1
174,213,200,1.065
175,200,200,1
176,200,200,1
177,210,200,1.05
178,213,200,1.065
179,200,200,1
180,200,200,1
181,224,200,1.12
182,205,200,1.025
183,202,200,1.01
184,200,200,1
185,200,200,1
186,200,200,1
187,200,200,1
188,200,200,1
189,200,200,1
190,200,200,1
191,200,200,1
192,242,200,1.21
193,214,200,1.07
194,206,200,1.03
195,204,200,1.02
196,200,200,1
197,201,200,1.005
198,200,200,1
199,212,200,1.06
200,238,200,1.19
201,224,200,1.12
202,287,200,1.435
203,200,200,1
204,259,200,1.295
205,200,200,1
206,218,200,1.09
207,223,200,1.115
