#,H,OPT_H,H/OPT_H
1,100,100,1
2,100,100,1
3,100,100,1
4,100,100,1
5,100,100,1
6,100,100,1
7,100,100,1
8,100,100,1
9,100,100,1
10,100,100,1
11,100,100,1
12,100,100,1
13,100,100,1
14,100,100,1
15,100,100,1
16,100,100,1
17,100,100,1
18,100,100,1
19,100,100,1
20,100,100,1
21,100,100,1
22,100,100,1
23,100,100,1
24,100,100,1
25,100,100,1
26,100,100,1
27,100,100,1
28,100,100,1
29,100,100,1
30,100,100,1
31,100,100,1
32,100,100,1
33,100,100,1
34,100,100,1
35,100,100,1
36,100,100,1
37,100,100,1
38,100,100,1
39,100,100,1
40,100,100,1
41,100,100,1
42,100,100,1
43,100,100,1
44,100,100,1
45,100,100,1
46,100,100,1
47,100,100,1
48,100,100,1
49,100,100,1
50,100,100,1
51,100,100,1
52,100,100,1
53,100,100,1
54,100,100,1
55,100,100,1
56,100,100,1
57,100,100,1
58,100,100,1
59,100,100,1
60,100,100,1
61,100,100,1
62,100,100,1
63,100,100,1
64,100,100,1
65,100,100,1
66,100,100,1
67,100,100,1
68,100,100,1
69,100,100,1
70,100,100,1
71,100,100,1
72,100,100,1
73,100,100,1
74,100,100,1
75,100,100,1
76,100,100,1
77,100,100,1
78,100,100,1
79,100,100,1
80,100,100,1
81,100,100,1
82,100,100,1
83,100,100,1
84,100,100,1
85,100,100,1
86,100,100,1
87,100,100,1
88,100,100,1
89,100,100,1
90,100,100,1
91,100,100,1
92,100,100,1
93,100,100,1
94,100,100,1
95,100,100,1
96,100,100,1
97,100,100,1
98,100,100,1
99,100,100,1
100,100,100,1
101,100,100,1
102,100,100,1
103,100,100,1
104,100,100,1
105,100,100,1
106,100,100,1
107,100,100,1
108,100,100,1
109,100,100,1
110,100,100,1
111,100,100,1
112,100,100,1
113,100,100,1
114,100,100,1
115,100,100,1
116,100,100,1
117,100,100,1
118,100,100,1
119,100,100,1
120,100,100,1
121,100,100,1
122,100,100,1
123,100,100,1
124,100,100,1
125,100,100,1
126,100,100,1
127,100,100,1
128,100,100,1
129,100,100,1
130,100,100,1
131,100,100,1
132,100,100,1
133,100,100,1
134,100,100,1
135,100,100,1
136,100,100,1
137,100,100,1
138,100,100,1
139,100,100,1
140,100,100,1
141,100,100,1
142,100,100,1
143,100,100,1
144,100,100,1
145,100,100,1
146,100,100,1
147,100,100,1
148,100,100,1
149,100,100,1
150,100,100,1
151,100,100,1
152,100,100,1
153,100,100,1
154,100,100,1
155,100,100,1
156,100,100,1
157,100,100,1
158,100,100,1
159,100,100,1
160,100,100,1
161,100,100,1
162,100,100,1
163,100,100,1
164,100,100,1
165,100,100,1
166,100,100,1
167,100,100,1
168,100,100,1
169,100,100,1
170,100,100,1
171,100,100,1
172,100,100,1
173,100,100,1
174,100,100,1
175,100,100,1
176,100,100,1
177,100,100,1
178,100,100,1
179,100,100,1
180,100,100,1
181,100,100,1
182,100,100,1
183,100,100,1
184,100,100,1
185,100,100,1
186,100,100,1
187,100,100,1
188,100,100,1
189,100,100,1
190,100,100,1
191,100,100,1
192,100,100,1
193,100,100,1
194,100,100,1
195,100,100,1
196,100,100,1
197,100,100,1
198,100,100,1
199,100,100,1
200,100,100,1
201,100,100,1
202,100,100,1
203,100,100,1
204,100,100,1
205,100,100,1
206,100,100,1
207,100,100,1
208,100,100,1
209,100,100,1
210,100,100,1
211,100,100,1
212,100,100,1
213,100,100,1
214,100,100,1
215,100,100,1
216,100,100,1
217,100,100,1
218,100,100,1
219,100,100,1
220,100,100,1
221,100,100,1
222,100,100,1
223,100,100,1
224,100,100,1
225,100,100,1
226,100,100,1
227,100,100,1
228,100,100,1
229,100,100,1
230,100,100,1
231,100,100,1
232,100,100,1
233,100,100,1
234,100,100,1
235,100,100,1
236,100,100,1
237,100,100,1
238,100,100,1
239,100,100,1
240,100,100,1
241,100,100,1
242,100,100,1
243,100,100,1
244,100,100,1
245,100,100,1
246,100,100,1
247,100,100,1
248,100,100,1
249,100,100,1
250,100,100,1
251,100,100,1
252,100,100,1
253,100,100,1
254,100,100,1
255,100,100,1
256,100,100,1
257,100,100,1
258,100,100,1
259,100,100,1
260,100,100,1
261,100,100,1
262,100,100,1
263,100,100,1
264,100,100,1
265,100,100,1
266,100,100,1
267,100,100,1
268,100,100,1
269,100,100,1
270,100,100,1
271,100,100,1
272,100,100,1
273,100,100,1
274,100,100,1
275,100,100,1
276,100,100,1
277,100,100,1
278,100,100,1
279,100,100,1
280,100,100,1
281,100,100,1
282,100,100,1
283,100,100,1
284,100,100,1
285,100,100,1
286,100,100,1
287,100,100,1
288,100,100,1
289,100,100,1
290,100,100,1
291,100,100,1
292,100,100,1
293,100,100,1
294,100,100,1
295,100,100,1
296,100,100,1
297,100,100,1
298,100,100,1
299,100,100,1
300,100,100,1
301,100,100,1
302,100,100,1
303,100,100,1
304,100,100,1
305,100,100,1
306,100,100,1
307,100,100,1
308,100,100,1
309,100,100,1
310,100,100,1
311,100,100,1
312,100,100,1
313,100,100,1
314,100,100,1
315,100,100,1
316,100,100,1
317,100,100,1
318,100,100,1
319,100,100,1
320,100,100,1
321,100,100,1
322,100,100,1
323,100,100,1
324,100,100,1
325,100,100,1
326,100,100,1
327,100,100,1
328,100,100,1
329,100,100,1
330,100,100,1
331,100,100,1
332,100,100,1
333,100,100,1
334,100,100,1
335,100,100,1
336,100,100,1
337,100,100,1
338,100,100,1
339,100,100,1
340,100,100,1
341,100,100,1
342,100,100,1
343,100,100,1
344,100,100,1
345,100,100,1
346,100,100,1
347,100,100,1
348,100,100,1
349,100,100,1
350,100,100,1
351,100,100,1
352,100,100,1
353,100,100,1
354,100,100,1
355,100,100,1
356,100,100,1
357,100,100,1
358,100,100,1
359,100,100,1
360,100,100,1
361,100,100,1
362,100,100,1
363,100,100,1
364,100,100,1
365,100,100,1
366,100,100,1
367,100,100,1
368,100,100,1
369,100,100,1
370,100,100,1
371,100,100,1
372,100,100,1
373,100,100,1
374,100,100,1
375,100,100,1
376,100,100,1
377,100,100,1
378,100,100,1
379,100,100,1
380,100,100,1
381,100,100,1
382,100,100,1
383,100,100,1
384,100,100,1
385,100,100,1
386,100,100,1
387,100,100,1
388,100,100,1
389,100,100,1
390,100,100,1
391,100,100,1
392,100,100,1
393,100,100,1
394,100,100,1
395,100,100,1
396,100,100,1
397,100,100,1
398,100,100,1
399,100,100,1
400,100,100,1
401,100,100,1
402,100,100,1
403,100,100,1
404,100,100,1
405,100,100,1
406,100,100,1
407,100,100,1
408,100,100,1
409,100,100,1
410,100,100,1
411,100,100,1
412,100,100,1
413,100,100,1
414,100,100,1
415,100,100,1
416,100,100,1
417,100,100,1
418,100,100,1
419,100,100,1
420,100,100,1
421,100,100,1
422,100,100,1
423,100,100,1
424,100,100,1
425,100,100,1
426,100,100,1
427,100,100,1
428,100,100,1
429,100,100,1
430,100,100,1
431,100,100,1
432,100,100,1
433,100,100,1
434,100,100,1
435,100,100,1
436,100,100,1
437,100,100,1
438,100,100,1
439,100,100,1
440,100,100,1
441,100,100,1
442,100,100,1
443,100,100,1
444,100,100,1
445,100,100,1
446,100,100,1
447,100,100,1
448,100,100,1
449,100,100,1
450,100,100,1
451,100,100,1
452,100,100,1
453,100,100,1
454,100,100,1
455,100,100,1
456,100,100,1
457,100,100,1
458,100,100,1
459,100,100,1
460,100,100,1
461,100,100,1
462,100,100,1
463,100,100,1
464,100,100,1
465,100,100,1
466,100,100,1
467,100,100,1
468,100,100,1
469,100,100,1
470,100,100,1
471,100,100,1
472,100,100,1
473,100,100,1
474,100,100,1
475,100,100,1
476,100,100,1
477,100,100,1
478,100,100,1
479,100,100,1
480,100,100,1
481,100,100,1
482,100,100,1
483,100,100,1
484,100,100,1
485,100,100,1
486,100,100,1
487,100,100,1
488,100,100,1
489,100,100,1
490,100,100,1
491,100,100,1
492,100,100,1
493,100,100,1
494,100,100,1
495,100,100,1
496,100,100,1
497,100,100,1
498,100,100,1
499,100,100,1
500,100,100,1
501,100,100,1
502,100,100,1
