#,H,OPT_H,H/OPT_H
1,507,500,1.014
2,508,500,1.016
3,508,500,1.016
4,507,500,1.014
5,509,500,1.018
6,513,500,1.026
7,508,500,1.016
8,507,500,1.014
9,518,500,1.036
10,512,500,1.024
11,506,500,1.012
12,513,500,1.026
13,509,500,1.018
14,507,500,1.014
15,510,500,1.02
16,514,500,1.028
17,510,500,1.02
18,515,500,1.03
19,509,500,1.018
20,510,500,1.02
21,517,500,1.034
22,506,500,1.012
23,513,500,1.026
24,514,500,1.028
25,512,500,1.024
26,513,500,1.026
27,510,500,1.02
28,516,500,1.032
29,517,500,1.034
30,508,500,1.016
31,513,500,1.026
32,507,500,1.014
33,509,500,1.018
34,518,500,1.036
35,572,500,1.144
36,505,500,1.01
37,510,500,1.02
38,509,500,1.018
39,510,500,1.02
40,507,500,1.014
41,508,500,1.016
42,511,500,1.022
43,527,500,1.054
44,509,500,1.018
45,508,500,1.016
46,514,500,1.028
47,513,500,1.026
48,508,500,1.016
49,511,500,1.022
50,512,500,1.024
51,509,500,1.018
52,514,500,1.028
53,511,500,1.022
54,517,500,1.034
55,507,500,1.014
56,513,500,1.026
57,513,500,1.026
58,512,500,1.024
59,511,500,1.022
60,510,500,1.02
61,507,500,1.014
62,513,500,1.026
63,508,500,1.016
64,513,500,1.026
65,514,500,1.028
66,513,500,1.026
67,509,500,1.018
68,509,500,1.018
69,513,500,1.026
70,513,500,1.026
71,509,500,1.018
72,521,500,1.042
73,506,500,1.012
74,507,500,1.014
75,511,500,1.022
76,514,500,1.028
77,513,500,1.026
78,518,500,1.036
79,526,500,1.052
80,508,500,1.016
81,507,500,1.014
82,508,500,1.016
83,508,500,1.016
84,507,500,1.014
85,519,500,1.038
86,511,500,1.022
87,510,500,1.02
88,505,500,1.01
89,508,500,1.016
90,520,500,1.04
91,510,500,1.02
92,525,500,1.05
93,508,500,1.016
94,509,500,1.018
95,565,500,1.13
96,512,500,1.024
97,508,500,1.016
98,509,500,1.018
99,519,500,1.038
100,514,500,1.028
101,509,500,1.018
102,508,500,1.016
103,507,500,1.014
104,511,500,1.022
105,505,500,1.01
106,519,500,1.038
107,508,500,1.016
108,514,500,1.028
109,510,500,1.02
110,504,500,1.008
111,511,500,1.022
112,506,500,1.012
113,522,500,1.044
114,506,500,1.012
115,507,500,1.014
116,507,500,1.014
117,522,500,1.044
118,515,500,1.03
119,515,500,1.03
120,511,500,1.022
121,513,500,1.026
122,508,500,1.016
123,507,500,1.014
124,508,500,1.016
125,517,500,1.034
126,517,500,1.034
127,507,500,1.014
128,509,500,1.018
129,510,500,1.02
130,508,500,1.016
131,513,500,1.026
132,524,500,1.048
133,519,500,1.038
134,507,500,1.014
135,509,500,1.018
136,515,500,1.03
137,516,500,1.032
138,509,500,1.018
139,508,500,1.016
140,508,500,1.016
141,511,500,1.022
142,508,500,1.016
143,511,500,1.022
144,508,500,1.016
145,516,500,1.032
146,508,500,1.016
147,507,500,1.014
148,509,500,1.018
149,510,500,1.02
150,509,500,1.018
151,507,500,1.014
152,506,500,1.012
153,517,500,1.034
154,535,500,1.07
155,510,500,1.02
156,506,500,1.012
157,507,500,1.014
158,512,500,1.024
159,511,500,1.022
160,510,500,1.02
161,512,500,1.024
162,509,500,1.018
163,508,500,1.016
164,508,500,1.016
165,531,500,1.062
166,510,500,1.02
167,508,500,1.016
168,509,500,1.018
169,509,500,1.018
170,509,500,1.018
171,510,500,1.02
172,508,500,1.016
173,510,500,1.02
174,510,500,1.02
175,509,500,1.018
176,551,500,1.102
177,510,500,1.02
178,518,500,1.036
179,508,500,1.016
180,509,500,1.018
181,510,500,1.02
182,510,500,1.02
183,523,500,1.046
184,512,500,1.024
185,512,500,1.024
186,511,500,1.022
187,511,500,1.022
188,509,500,1.018
189,513,500,1.026
190,510,500,1.02
191,507,500,1.014
192,509,500,1.018
193,508,500,1.016
194,512,500,1.024
195,510,500,1.02
196,512,500,1.024
197,505,500,1.01
198,508,500,1.016
199,507,500,1.014
200,508,500,1.016
201,508,500,1.016
202,522,500,1.044
203,516,500,1.032
204,507,500,1.014
205,515,500,1.03
206,511,500,1.022
207,512,500,1.024
208,512,500,1.024
209,509,500,1.018
210,506,500,1.012
211,507,500,1.014
212,505,500,1.01
213,524,500,1.048
214,511,500,1.022
215,509,500,1.018
216,509,500,1.018
217,508,500,1.016
218,513,500,1.026
219,514,500,1.028
220,510,500,1.02
221,505,500,1.01
222,510,500,1.02
223,510,500,1.02
224,511,500,1.022
225,511,500,1.022
226,513,500,1.026
227,510,500,1.02
228,512,500,1.024
229,507,500,1.014
230,510,500,1.02
231,507,500,1.014
232,510,500,1.02
233,511,500,1.022
234,513,500,1.026
235,510,500,1.02
236,507,500,1.014
237,510,500,1.02
238,513,500,1.026
239,513,500,1.026
240,513,500,1.026
241,507,500,1.014
242,508,500,1.016
243,505,500,1.01
244,514,500,1.028
245,530,500,1.06
246,507,500,1.014
247,508,500,1.016
248,509,500,1.018
249,507,500,1.014
250,510,500,1.02
251,511,500,1.022
252,507,500,1.014
253,515,500,1.03
254,511,500,1.022
255,506,500,1.012
256,510,500,1.02
257,532,500,1.064
258,515,500,1.03
259,509,500,1.018
260,525,500,1.05
261,512,500,1.024
262,510,500,1.02
263,507,500,1.014
264,509,500,1.018
265,509,500,1.018
266,514,500,1.028
267,547,500,1.094
268,511,500,1.022
269,514,500,1.028
270,512,500,1.024
271,508,500,1.016
272,509,500,1.018
273,509,500,1.018
274,507,500,1.014
275,508,500,1.016
276,526,500,1.052
277,505,500,1.01
278,516,500,1.032
279,506,500,1.012
280,510,500,1.02
281,513,500,1.026
282,512,500,1.024
283,513,500,1.026
284,506,500,1.012
285,507,500,1.014
286,537,500,1.074
287,511,500,1.022
288,506,500,1.012
289,516,500,1.032
290,505,500,1.01
291,510,500,1.02
292,526,500,1.052
293,511,500,1.022
294,504,500,1.008
295,515,500,1.03
296,523,500,1.046
297,523,500,1.046
298,516,500,1.032
299,510,500,1.02
300,514,500,1.028
301,513,500,1.026
302,510,500,1.02
303,510,500,1.02
304,513,500,1.026
305,510,500,1.02
306,507,500,1.014
307,512,500,1.024
308,507,500,1.014
309,507,500,1.014
310,520,500,1.04
311,508,500,1.016
312,508,500,1.016
313,532,500,1.064
314,513,500,1.026
315,517,500,1.034
316,509,500,1.018
317,508,500,1.016
318,505,500,1.01
319,513,500,1.026
320,508,500,1.016
321,528,500,1.056
322,508,500,1.016
323,510,500,1.02
324,510,500,1.02
325,510,500,1.02
326,519,500,1.038
327,530,500,1.06
328,508,500,1.016
329,509,500,1.018
330,506,500,1.012
331,511,500,1.022
332,509,500,1.018
333,511,500,1.022
334,508,500,1.016
335,507,500,1.014
336,510,500,1.02
337,517,500,1.034
338,511,500,1.022
339,508,500,1.016
340,509,500,1.018
341,506,500,1.012
342,515,500,1.03
343,513,500,1.026
344,515,500,1.03
345,510,500,1.02
346,506,500,1.012
347,516,500,1.032
348,519,500,1.038
349,509,500,1.018
350,514,500,1.028
351,507,500,1.014
352,506,500,1.012
353,509,500,1.018
354,506,500,1.012
355,509,500,1.018
356,505,500,1.01
357,507,500,1.014
358,508,500,1.016
359,509,500,1.018
360,509,500,1.018
361,506,500,1.012
362,510,500,1.02
363,510,500,1.02
364,518,500,1.036
365,512,500,1.024
366,508,500,1.016
367,509,500,1.018
368,513,500,1.026
369,511,500,1.022
