#,H,OPT_H,H/OPT_H
1,106,100,1.06
2,103,100,1.03
3,107,100,1.07
4,104,100,1.04
5,108,100,1.08
6,104,100,1.04
7,107,100,1.07
8,106,100,1.06
9,105,100,1.05
10,103,100,1.03
11,109,100,1.09
12,104,100,1.04
13,104,100,1.04
14,104,100,1.04
15,110,100,1.1
16,105,100,1.05
17,104,100,1.04
18,104,100,1.04
19,112,100,1.12
20,111,100,1.11
21,120,100,1.2
22,103,100,1.03
23,114,100,1.14
24,113,100,1.13
25,104,100,1.04
26,108,100,1.08
27,106,100,1.06
28,108,100,1.08
29,105,100,1.05
30,106,100,1.06
31,105,100,1.05
32,108,100,1.08
33,109,100,1.09
34,112,100,1.12
35,105,100,1.05
36,106,100,1.06
37,105,100,1.05
38,103,100,1.03
39,105,100,1.05
40,108,100,1.08
41,106,100,1.06
42,109,100,1.09
43,104,100,1.04
44,104,100,1.04
45,107,100,1.07
46,104,100,1.04
47,104,100,1.04
48,105,100,1.05
49,104,100,1.04
50,109,100,1.09
51,108,100,1.08
52,111,100,1.11
53,103,100,1.03
54,107,100,1.07
55,109,100,1.09
56,109,100,1.09
57,107,100,1.07
58,107,100,1.07
59,109,100,1.09
60,108,100,1.08
61,102,100,1.02
62,109,100,1.09
63,108,100,1.08
64,102,100,1.02
65,104,100,1.04
66,104,100,1.04
67,109,100,1.09
68,105,100,1.05
69,105,100,1.05
70,108,100,1.08
71,122,100,1.22
72,112,100,1.12
73,103,100,1.03
74,105,100,1.05
75,108,100,1.08
76,110,100,1.1
77,115,100,1.15
78,114,100,1.14
79,107,100,1.07
80,106,100,1.06
81,103,100,1.03
82,118,100,1.18
83,104,100,1.04
84,105,100,1.05
85,110,100,1.1
86,103,100,1.03
87,105,100,1.05
88,101,100,1.01
89,105,100,1.05
90,109,100,1.09
91,107,100,1.07
92,112,100,1.12
93,103,100,1.03
94,105,100,1.05
95,115,100,1.15
96,109,100,1.09
97,109,100,1.09
98,106,100,1.06
99,108,100,1.08
100,107,100,1.07
101,109,100,1.09
102,109,100,1.09
103,105,100,1.05
104,106,100,1.06
105,112,100,1.12
106,112,100,1.12
107,109,100,1.09
108,112,100,1.12
109,104,100,1.04
110,109,100,1.09
111,108,100,1.08
112,112,100,1.12
113,106,100,1.06
114,105,100,1.05
115,107,100,1.07
116,107,100,1.07
117,107,100,1.07
118,109,100,1.09
119,111,100,1.11
120,120,100,1.2
121,102,100,1.02
122,111,100,1.11
123,108,100,1.08
124,108,100,1.08
125,103,100,1.03
126,110,100,1.1
127,104,100,1.04
128,105,100,1.05
129,106,100,1.06
130,102,100,1.02
131,105,100,1.05
132,103,100,1.03
133,105,100,1.05
134,104,100,1.04
135,107,100,1.07
136,110,100,1.1
137,103,100,1.03
138,104,100,1.04
139,103,100,1.03
140,108,100,1.08
141,105,100,1.05
142,106,100,1.06
143,117,100,1.17
144,102,100,1.02
145,106,100,1.06
146,114,100,1.14
147,103,100,1.03
148,106,100,1.06
149,103,100,1.03
150,108,100,1.08
151,108,100,1.08
152,105,100,1.05
153,111,100,1.11
154,127,100,1.27
155,104,100,1.04
156,102,100,1.02
157,106,100,1.06
158,106,100,1.06
159,105,100,1.05
160,112,100,1.12
161,109,100,1.09
162,115,100,1.15
163,103,100,1.03
164,107,100,1.07
165,106,100,1.06
166,102,100,1.02
167,105,100,1.05
168,106,100,1.06
169,105,100,1.05
170,105,100,1.05
171,106,100,1.06
172,104,100,1.04
173,107,100,1.07
174,108,100,1.08
175,107,100,1.07
176,104,100,1.04
177,105,100,1.05
178,136,100,1.36
179,111,100,1.11
180,108,100,1.08
181,108,100,1.08
182,118,100,1.18
183,103,100,1.03
184,105,100,1.05
185,111,100,1.11
186,114,100,1.14
187,105,100,1.05
188,103,100,1.03
189,103,100,1.03
190,105,100,1.05
191,112,100,1.12
192,105,100,1.05
193,109,100,1.09
194,106,100,1.06
195,108,100,1.08
196,104,100,1.04
197,103,100,1.03
198,108,100,1.08
199,111,100,1.11
200,108,100,1.08
201,105,100,1.05
202,106,100,1.06
203,113,100,1.13
204,107,100,1.07
205,107,100,1.07
206,109,100,1.09
207,108,100,1.08
208,123,100,1.23
209,107,100,1.07
210,105,100,1.05
211,103,100,1.03
212,105,100,1.05
213,111,100,1.11
214,109,100,1.09
215,105,100,1.05
216,106,100,1.06
217,104,100,1.04
218,104,100,1.04
219,107,100,1.07
220,107,100,1.07
221,107,100,1.07
222,102,100,1.02
223,105,100,1.05
224,107,100,1.07
225,114,100,1.14
226,104,100,1.04
227,111,100,1.11
228,103,100,1.03
229,106,100,1.06
230,106,100,1.06
231,106,100,1.06
232,108,100,1.08
233,104,100,1.04
234,110,100,1.1
235,107,100,1.07
236,111,100,1.11
237,106,100,1.06
238,108,100,1.08
239,108,100,1.08
240,121,100,1.21
241,102,100,1.02
242,102,100,1.02
243,103,100,1.03
244,104,100,1.04
245,102,100,1.02
246,105,100,1.05
247,106,100,1.06
248,122,100,1.22
249,110,100,1.1
250,105,100,1.05
251,107,100,1.07
252,105,100,1.05
253,114,100,1.14
254,110,100,1.1
255,101,100,1.01
256,106,100,1.06
257,103,100,1.03
258,112,100,1.12
259,109,100,1.09
260,107,100,1.07
261,105,100,1.05
262,109,100,1.09
263,104,100,1.04
264,105,100,1.05
265,109,100,1.09
266,104,100,1.04
267,103,100,1.03
