#,H,OPT_H,H/OPT_H
1,5047,5000,1.0094
2,5034,5000,1.0068
3,5036,5000,1.0072
4,5053,5000,1.0106
5,5026,5000,1.0052
6,5036,5000,1.0072
7,5058,5000,1.0116
8,5039,5000,1.0078
9,5045,5000,1.009
10,5066,5000,1.0132
11,5035,5000,1.007
12,5070,5000,1.014
13,5036,5000,1.0072
14,5014,5000,1.0028
15,5072,5000,1.0144
16,5035,5000,1.007
17,5033,5000,1.0066
18,5081,5000,1.0162
19,5075,5000,1.015
20,5052,5000,1.0104
21,5032,5000,1.0064
22,5034,5000,1.0068
23,5043,5000,1.0086
24,5073,5000,1.0146
25,5049,5000,1.0098
26,5052,5000,1.0104
27,5050,5000,1.01
28,5044,5000,1.0088
29,5054,5000,1.0108
30,5058,5000,1.0116
31,5055,5000,1.011
32,5099,5000,1.0198
33,5035,5000,1.007
34,5068,5000,1.0136
35,5076,5000,1.0152
36,5036,5000,1.0072
37,5047,5000,1.0094
38,5035,5000,1.007
39,5054,5000,1.0108
40,5052,5000,1.0104
41,5039,5000,1.0078
42,5029,5000,1.0058
43,5066,5000,1.0132
44,5035,5000,1.007
45,5051,5000,1.0102
46,5052,5000,1.0104
47,5036,5000,1.0072
48,5047,5000,1.0094
49,5042,5000,1.0084
50,5054,5000,1.0108
51,5058,5000,1.0116
52,5046,5000,1.0092
53,5037,5000,1.0074
54,5033,5000,1.0066
55,5038,5000,1.0076
56,5050,5000,1.01
57,5131,5000,1.0262
58,5059,5000,1.0118
59,5058,5000,1.0116
60,5036,5000,1.0072
61,5033,5000,1.0066
62,5033,5000,1.0066
63,5034,5000,1.0068
64,5107,5000,1.0214
65,5041,5000,1.0082
66,5035,5000,1.007
67,5046,5000,1.0092
68,5067,5000,1.0134
69,5045,5000,1.009
70,5046,5000,1.0092
71,5052,5000,1.0104
72,5057,5000,1.0114
73,5040,5000,1.008
74,5038,5000,1.0076
75,5031,5000,1.0062
76,5034,5000,1.0068
77,5034,5000,1.0068
78,5051,5000,1.0102
79,5049,5000,1.0098
80,5027,5000,1.0054
81,5055,5000,1.011
82,5055,5000,1.011
83,5054,5000,1.0108
84,5026,5000,1.0052
85,5053,5000,1.0106
86,5072,5000,1.0144
87,5054,5000,1.0108
88,5079,5000,1.0158
89,5103,5000,1.0206
90,5029,5000,1.0058
91,5062,5000,1.0124
92,5047,5000,1.0094
93,5042,5000,1.0084
94,5048,5000,1.0096
95,5046,5000,1.0092
96,5069,5000,1.0138
97,5041,5000,1.0082
98,5039,5000,1.0078
99,5050,5000,1.01
100,5043,5000,1.0086
101,5025,5000,1.005
102,5041,5000,1.0082
103,5052,5000,1.0104
104,5056,5000,1.0112
105,5062,5000,1.0124
106,5038,5000,1.0076
107,5052,5000,1.0104
108,5039,5000,1.0078
109,5078,5000,1.0156
110,5051,5000,1.0102
111,5036,5000,1.0072
112,5046,5000,1.0092
113,5055,5000,1.011
114,5042,5000,1.0084
115,5036,5000,1.0072
116,5041,5000,1.0082
117,5064,5000,1.0128
118,5058,5000,1.0116
119,5027,5000,1.0054
120,5057,5000,1.0114
121,5047,5000,1.0094
122,5062,5000,1.0124
123,5058,5000,1.0116
124,5047,5000,1.0094
125,5043,5000,1.0086
126,5025,5000,1.005
127,5035,5000,1.007
128,5043,5000,1.0086
129,5077,5000,1.0154
130,5034,5000,1.0068
131,5038,5000,1.0076
132,5025,5000,1.005
133,5069,5000,1.0138
134,5026,5000,1.0052
135,5047,5000,1.0094
136,5031,5000,1.0062
137,5035,5000,1.007
138,5044,5000,1.0088
139,5037,5000,1.0074
140,5047,5000,1.0094
141,5045,5000,1.009
142,5063,5000,1.0126
143,5085,5000,1.017
144,5051,5000,1.0102
145,5039,5000,1.0078
146,5037,5000,1.0074
147,5040,5000,1.008
148,5032,5000,1.0064
149,5037,5000,1.0074
150,5038,5000,1.0076
151,5047,5000,1.0094
152,5032,5000,1.0064
153,5038,5000,1.0076
154,5040,5000,1.008
155,5074,5000,1.0148
156,5053,5000,1.0106
157,5024,5000,1.0048
158,5018,5000,1.0036
159,5047,5000,1.0094
160,5077,5000,1.0154
161,5051,5000,1.0102
162,5061,5000,1.0122
163,5022,5000,1.0044
164,5062,5000,1.0124
165,5039,5000,1.0078
166,5029,5000,1.0058
167,5038,5000,1.0076
168,5047,5000,1.0094
169,5035,5000,1.007
170,5052,5000,1.0104
171,5034,5000,1.0068
172,5049,5000,1.0098
173,5039,5000,1.0078
174,5041,5000,1.0082
175,5033,5000,1.0066
176,5046,5000,1.0092
177,5087,5000,1.0174
178,5054,5000,1.0108
179,5035,5000,1.007
180,5081,5000,1.0162
181,5033,5000,1.0066
182,5049,5000,1.0098
183,5034,5000,1.0068
184,5040,5000,1.008
185,5052,5000,1.0104
186,5033,5000,1.0066
187,5046,5000,1.0092
188,5023,5000,1.0046
189,5044,5000,1.0088
190,5062,5000,1.0124
191,5048,5000,1.0096
192,5038,5000,1.0076
193,5038,5000,1.0076
194,5035,5000,1.007
195,5068,5000,1.0136
196,5022,5000,1.0044
197,5060,5000,1.012
198,5034,5000,1.0068
199,5032,5000,1.0064
200,5062,5000,1.0124
201,5050,5000,1.01
202,5028,5000,1.0056
203,5071,5000,1.0142
204,5054,5000,1.0108
205,5036,5000,1.0072
206,5053,5000,1.0106
207,5044,5000,1.0088
208,5048,5000,1.0096
209,5050,5000,1.01
210,5043,5000,1.0086
211,5038,5000,1.0076
212,5047,5000,1.0094
213,5035,5000,1.007
214,5048,5000,1.0096
215,5067,5000,1.0134
216,5056,5000,1.0112
217,5053,5000,1.0106
218,5037,5000,1.0074
219,5041,5000,1.0082
220,5045,5000,1.009
221,5041,5000,1.0082
222,5032,5000,1.0064
223,5054,5000,1.0108
224,5045,5000,1.009
225,5035,5000,1.007
226,5086,5000,1.0172
227,5024,5000,1.0048
228,5042,5000,1.0084
