#,H,OPT_H,H/OPT_H
1,501,500,1.002
2,503,500,1.006
3,503,500,1.006
4,502,500,1.004
5,508,500,1.016
6,502,500,1.004
7,503,500,1.006
8,501,500,1.002
9,501,500,1.002
10,502,500,1.004
11,501,500,1.002
12,502,500,1.004
13,503,500,1.006
14,503,500,1.006
15,509,500,1.018
16,503,500,1.006
17,501,500,1.002
18,503,500,1.006
19,502,500,1.004
20,502,500,1.004
21,502,500,1.004
22,502,500,1.004
23,502,500,1.004
24,502,500,1.004
25,502,500,1.004
26,502,500,1.004
27,502,500,1.004
28,504,500,1.008
29,502,500,1.004
30,502,500,1.004
31,503,500,1.006
32,501,500,1.002
33,502,500,1.004
34,502,500,1.004
35,502,500,1.004
36,502,500,1.004
37,501,500,1.002
38,502,500,1.004
39,501,500,1.002
40,502,500,1.004
41,501,500,1.002
42,503,500,1.006
43,502,500,1.004
44,502,500,1.004
45,501,500,1.002
46,502,500,1.004
47,502,500,1.004
48,503,500,1.006
49,502,500,1.004
50,501,500,1.002
51,502,500,1.004
52,502,500,1.004
53,502,500,1.004
54,502,500,1.004
55,504,500,1.008
56,501,500,1.002
57,502,500,1.004
58,503,500,1.006
59,503,500,1.006
60,504,500,1.008
61,502,500,1.004
62,501,500,1.002
63,502,500,1.004
64,501,500,1.002
65,505,500,1.01
66,502,500,1.004
67,502,500,1.004
68,505,500,1.01
69,501,500,1.002
70,509,500,1.018
71,501,500,1.002
72,502,500,1.004
73,504,500,1.008
74,503,500,1.006
75,501,500,1.002
76,503,500,1.006
77,501,500,1.002
78,503,500,1.006
79,502,500,1.004
80,501,500,1.002
81,502,500,1.004
82,502,500,1.004
83,502,500,1.004
84,503,500,1.006
85,507,500,1.014
86,503,500,1.006
87,502,500,1.004
88,501,500,1.002
89,502,500,1.004
90,502,500,1.004
91,503,500,1.006
92,503,500,1.006
93,501,500,1.002
94,502,500,1.004
95,502,500,1.004
96,501,500,1.002
97,503,500,1.006
98,504,500,1.008
99,504,500,1.008
100,501,500,1.002
101,502,500,1.004
102,503,500,1.006
103,504,500,1.008
104,502,500,1.004
105,501,500,1.002
106,502,500,1.004
107,501,500,1.002
108,502,500,1.004
109,503,500,1.006
110,502,500,1.004
111,501,500,1.002
112,501,500,1.002
113,502,500,1.004
114,504,500,1.008
115,502,500,1.004
116,501,500,1.002
117,501,500,1.002
118,502,500,1.004
119,502,500,1.004
120,501,500,1.002
121,502,500,1.004
122,501,500,1.002
123,501,500,1.002
124,503,500,1.006
125,503,500,1.006
126,502,500,1.004
127,501,500,1.002
128,505,500,1.01
129,506,500,1.012
130,502,500,1.004
131,501,500,1.002
132,507,500,1.014
133,504,500,1.008
134,501,500,1.002
135,503,500,1.006
136,503,500,1.006
137,501,500,1.002
138,502,500,1.004
139,501,500,1.002
140,501,500,1.002
141,501,500,1.002
142,501,500,1.002
143,503,500,1.006
144,503,500,1.006
145,501,500,1.002
146,503,500,1.006
147,502,500,1.004
148,501,500,1.002
149,503,500,1.006
150,502,500,1.004
151,504,500,1.008
152,501,500,1.002
153,502,500,1.004
154,502,500,1.004
155,501,500,1.002
156,501,500,1.002
157,504,500,1.008
158,502,500,1.004
159,501,500,1.002
160,501,500,1.002
161,501,500,1.002
162,503,500,1.006
163,502,500,1.004
164,501,500,1.002
165,503,500,1.006
166,503,500,1.006
167,502,500,1.004
168,501,500,1.002
169,501,500,1.002
170,501,500,1.002
171,501,500,1.002
172,502,500,1.004
173,503,500,1.006
174,504,500,1.008
175,503,500,1.006
176,502,500,1.004
177,502,500,1.004
178,503,500,1.006
179,502,500,1.004
180,502,500,1.004
181,502,500,1.004
182,507,500,1.014
183,503,500,1.006
184,502,500,1.004
185,501,500,1.002
186,507,500,1.014
187,504,500,1.008
188,502,500,1.004
189,503,500,1.006
190,502,500,1.004
191,502,500,1.004
192,502,500,1.004
193,501,500,1.002
194,503,500,1.006
195,502,500,1.004
196,503,500,1.006
197,503,500,1.006
198,502,500,1.004
199,504,500,1.008
200,502,500,1.004
201,502,500,1.004
202,502,500,1.004
203,502,500,1.004
204,501,500,1.002
205,502,500,1.004
206,503,500,1.006
207,501,500,1.002
208,503,500,1.006
209,503,500,1.006
210,501,500,1.002
211,502,500,1.004
212,506,500,1.012
213,501,500,1.002
214,502,500,1.004
215,502,500,1.004
216,501,500,1.002
217,502,500,1.004
218,501,500,1.002
219,503,500,1.006
220,502,500,1.004
221,503,500,1.006
222,502,500,1.004
223,504,500,1.008
224,501,500,1.002
225,501,500,1.002
226,509,500,1.018
227,501,500,1.002
228,502,500,1.004
229,501,500,1.002
230,502,500,1.004
231,502,500,1.004
232,501,500,1.002
233,502,500,1.004
234,502,500,1.004
235,502,500,1.004
236,502,500,1.004
237,503,500,1.006
238,502,500,1.004
239,502,500,1.004
240,501,500,1.002
241,502,500,1.004
242,502,500,1.004
243,503,500,1.006
244,504,500,1.008
245,502,500,1.004
246,504,500,1.008
247,508,500,1.016
248,502,500,1.004
249,502,500,1.004
250,502,500,1.004
251,503,500,1.006
252,503,500,1.006
